UID,Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
2772,NASA,"LC-39B, Kennedy Space Center, Florida, USA",9/9/1994,22:22:00,Space Shuttle Discovery,STS-64,Retired,450,Success
2773,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",9/27/1994,14:00:00,Cosmos-3M (11K65M),Cosmos 2292,Retired,,Success
2774,NASA,"LC-39A, Kennedy Space Center, Florida, USA",9/30/1994,11:16:00,Space Shuttle Endeavour,STS-68,Retired,450,Success
2775,Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA",10/6/1994,6:35:00,Atlas IIAS,Intelsat 703,Retired,,Success
2776,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",10/8/1994,1:07:00,Ariane 44L,"Solidaridad-2, Thaicom-2",Retired,,Success
2777,VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",10/11/1994,14:30:00,Tsyklon-3,Okean 4,Retired,,Success
2778,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",10/15/1994,5:05:00,PSLV-G,IRS-P2,Retired,25,Success
2779,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",11/1/1994,0:37:00,Ariane 42P,Astra 1D,Retired,,Success
2780,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",11/1/1994,9:31:00,Delta II 7925-10,Wind,Retired,,Success
2781,VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",11/2/1994,1:04:00,Tsyklon-2,Cosmos 2293,Retired,,Success
2782,NASA,"LC-39B, Kennedy Space Center, Florida, USA",11/3/1994,16:59:00,Space Shuttle Atlantis,STS-66,Retired,450,Success
2783,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",11/4/1994,5:47:00,Zenit-2,Resurs-O1 nâ€ Â­3,Retired,,Success
2784,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",11/24/1994,9:15:00,Zenit-2,Cosmos 2297,Retired,,Success
2785,VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",11/29/1994,2:54:00,Tsyklon-3,Geo-IK 1,Retired,,Success
2786,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",11/29/1994,10:21:00,Atlas IIA,Orion 1,Retired,,Success
2787,CASC,"LC-2, Xichang Satellite Launch Center, China",11/29/1994,17:02:00,Long March 3A,Chinasat-5,Active,69.7,Partial Failure
2788,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",12/1/1994,22:57:00,Ariane 42P,Panamsat-3,Retired,,Failure
2789,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",12/14/1994,14:21:00,Molniya-M /Block ML,Molniya-1T nâ€ Â­162,Retired,,Success
2790,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",12/20/1994,5:10:00,Cosmos-3M (11K65M),Cosmos 2298,Retired,,Success
2791,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",12/22/1994,22:19:00,Titan IV(402)A,DSP,Retired,,Success
2792,VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",12/26/1994,22:26:00,Tsyklon-3,Cosmos 2299 to 2304,Retired,,Success
2793,VKS RF,"Site 175/58, Baikonur Cosmodrome, Kazakhstan",12/26/1994,,Rokot/Briz K,Radio-ROSTO,Retired,,Success
2794,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",12/30/1994,10:02:00,Atlas-E/F Star-37S-ISS,NOAA-J,Retired,,Success
2795,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",1/10/1995,6:18:00,Atlas IIAS,Intelsat 704,Retired,,Success
2796,ISAS,"Mu Pad, Uchinoura Space Center, Japan",1/15/1995,13:45:00,Mu-III S2,EXPRESS,Retired,,Partial Failure
2797,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1/24/1995,3:54:00,Cosmos-3M (11K65M),"Tsikada 1, Faisat 1 & Astrid 1",Retired,,Success
2798,CASC,"LC-2, Xichang Satellite Launch Center, China",1/25/1995,22:40:00,Long March 2E,Apstar 2,Retired,,Failure
2799,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",1/29/1995,1:25:00,Atlas II,USA-108 (UHF F4),Retired,,Success
2800,NASA,"LC-39B, Kennedy Space Center, Florida, USA",2/3/1995,5:22:00,Space Shuttle Discovery,STS-63,Retired,450,Success
2801,NASA,"LC-39A, Kennedy Space Center, Florida, USA",3/2/1995,6:38:00,Space Shuttle Endeavour,STS-67,Retired,450,Success
2802,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",3/2/1995,13:00:00,Cosmos-3M (11K65M),Cosmos 2306,Retired,,Success
2803,MHI,"LA-Y1, Tanegashima Space Center, Japan",3/18/1995,8:01:00,H-II,Himawari 5 & SFU 1,Retired,,Success
2804,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",3/22/1995,4:09:00,Cosmos-3M (11K65M),Cosmos 2310,Retired,,Success
2805,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",3/22/1995,6:18:00,Atlas IIAS,Intelsat 705,Retired,,Success
2806,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",3/24/1995,14:05:00,Atlas-E/F Star-37S-ISS,DMSP F-13,Retired,,Success
2807,MITT,"Site 158, Plesetsk Cosmodrome, Russia",3/28/1995,10:00:00,Start,"EKA-2, Gurwin & UNAMSAT A",Retired,,Failure
2808,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",3/28/1995,11:19:00,Ariane 44LP,"Brasilsat B2, Hot Bird 1",Retired,,Success
2809,Northrop,"Stargazer, Vandenberg AFB, California, USA",4/3/1995,13:48:00,Pegasus,Orbcomm F1 and F2 & OrbView-1,Retired,40,Success
2810,IAI,"Pad 1, Palmachim Airbase, Israel",4/5/1995,,Shavit,Ofek-3,Retired,,Success
2811,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",4/7/1995,23:47:00,Atlas IIA,AMSC-1,Retired,,Success
2812,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",4/21/1995,1:44:00,Ariane 40,ERS-2,Retired,,Success
2813,Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",5/14/1995,13:45:00,Titan IV(401)A,Mentor,Retired,,Success
2814,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",5/17/1995,6:34:00,Ariane 44LP,Intelsat 706,Retired,,Success
2815,Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA",5/23/1995,5:52:00,Atlas I,GOES-J,Retired,,Success
2816,VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",5/24/1995,20:10:00,Molniya-M /Block 2BL,Cosmos 2312,Retired,,Success
2817,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",5/31/1995,15:27:00,Atlas II,USA-111 (UHF F5),Retired,,Success
2818,VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",6/8/1995,4:43:00,Tsyklon-2,Cosmos 2313,Retired,,Success
2819,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",6/10/1995,0:24:00,Ariane 42P,DBS-3,Retired,,Success
2820,Northrop,"Stargazer, Vandenberg AFB, California, USA",6/22/1995,19:58:00,Pegasus XL,STEP-3,Active,40,Failure
2821,NASA,"LC-39A, Kennedy Space Center, Florida, USA",6/27/1995,19:32:00,Space Shuttle Atlantis,STS-71,Retired,450,Success
2822,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",7/5/1995,3:09:00,Cosmos-3M (11K65M),Cosmos 2315,Retired,,Success
2823,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",7/7/1995,16:23:00,Ariane 40,"Helios 1A, Cerise, LBSAT-1",Retired,,Success
2824,Lockheed,"SLC-41, Cape Canaveral AFS, Florida, USA",7/10/1995,12:38:00,Titan IV(401)A,Trumpet,Retired,,Success
2825,NASA,"LC-39B, Kennedy Space Center, Florida, USA",7/13/1995,13:41:00,Space Shuttle Discovery,STS-70,Retired,450,Success
2826,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",7/31/1995,23:30:00,Atlas IIA,USA-113 (DSCS IIIB-7),Retired,,Success
2827,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",8/2/1995,23:59:00,Molniya-M /Block SO-L,Interbol 1 & Magion 4,Retired,,Success
2828,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",8/3/1995,22:58:00,Ariane 42L,Panamsat-4,Retired,,Success
2829,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",8/9/1995,1:21:00,Molniya-M /Block ML,Molniya-3 nâ€ Â­163,Retired,,Success
2830,Lockheed,"SLC-6, Vandenberg AFB, California, USA",8/15/1995,22:30:00,Athena I,GemStar 1,Retired,,Failure
2831,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",8/29/1995,0:53:00,Atlas IIAS,JCSAT-3,Retired,,Success
2832,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",8/29/1995,6:41:00,Ariane 42P,N-Star A,Retired,,Success
2833,VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",8/31/1995,6:50:00,Tsyklon-3,Sich 1 & FASat Alfa,Retired,,Success
2834,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",9/5/1995,11:10:00,Delta II 7925,Koreasat 1,Retired,,Partial Failure
2835,NASA,"LC-39A, Kennedy Space Center, Florida, USA",9/7/1995,15:09:00,Space Shuttle Endeavour,STS-69,Retired,450,Success
2836,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",9/24/1995,0:06:00,Ariane 42L,Telstar 402R,Retired,,Success
2837,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",10/6/1995,3:23:00,Cosmos-3M (11K65M),Cosmos 2321,Retired,,Partial Failure
2838,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",10/19/1995,0:28:00,Ariane 42L,Astra 1E,Retired,,Success
2839,NASA,"LC-39B, Kennedy Space Center, Florida, USA",10/20/1995,13:53:00,Space Shuttle Columbia,STS-73,Retired,450,Success
2840,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",10/22/1995,8:00:00,Atlas II,USA-114 (UHF F6),Retired,,Success
2841,EER,"LP-0A, Wallops Flight Facility, Virginia, USA",10/23/1995,22:03:00,Conestoga-1620,METEOR,Retired,20,Failure
2842,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",10/31/1995,20:19:00,Zenit-2,Cosmos 2322,Retired,,Success
2843,Boeing,"SLC-2W, Vandenberg AFB, California, USA",11/4/1995,14:22:00,Delta II 7920-10,RADARSAT-1 and SURFSAT,Retired,,Success
2844,Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",11/6/1995,5:15:00,Titan IV(401)A,Milstar DFS-2,Retired,,Success
2845,NASA,"LC-39A, Kennedy Space Center, Florida, USA",11/12/1995,12:30:00,Space Shuttle Atlantis,STS-74,Retired,450,Success
2846,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",11/17/1995,1:20:00,Ariane 44P,Infrared Space Observatory,Retired,,Success
2847,CASC,"LC-2, Xichang Satellite Launch Center, China",11/28/1995,11:30:00,Long March 2E,AsiaSat 2,Retired,,Success
2848,Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA",12/2/1995,8:08:00,Atlas IIAS,SOHO,Retired,,Success
2849,Lockheed,"SLC-4E, Vandenberg AFB, California, USA",12/5/1995,21:18:00,Titan IV(404)A,KH-11 Kennen,Retired,,Success
2850,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",12/6/1995,23:23:00,Ariane 44L,"Telecom 2C, Insat 2C",Retired,,Success
2851,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",12/15/1995,0:23:00,Atlas IIA,Galaxy 3R,Retired,,Success
2852,VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",12/20/1995,0:52:00,Tsyklon-2,Cosmos 2326,Retired,,Success
2853,VKS RF,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",12/28/1995,6:45:00,Molniya-M /Block 2BL,IRS-1C & Skipper,Retired,,Success
2854,CASC,"LC-2, Xichang Satellite Launch Center, China",12/28/1995,11:50:00,Long March 2E,EchoStar 1,Retired,,Success
2855,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",12/30/1995,13:48:00,Delta II 7920-10,XTE,Retired,,Success
2856,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1/11/1996,9:41:00,Space Shuttle Endeavour,STS-72,Retired,450,Success
2857,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1/12/1996,23:10:00,Ariane 44L,"Panamsat-3R, Measat-1",Retired,,Success
2858,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1/14/1996,11:10:00,Delta II 7925,Koreasat-2,Retired,,Success
2859,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1/16/1996,15:33:00,Cosmos-3M (11K65M),Cosmos 2327,Retired,,Success
2860,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",2/1/1996,1:15:00,Atlas IIAS,Palapa C1,Retired,,Success
2861,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2/5/1996,7:19:00,Ariane 44P,N-Star B,Retired,,Success
2862,CASC,"LC-2, Xichang Satellite Launch Center, China",2/14/1996,19:01:00,Long March 3B,Intelsat 708,Retired,,Failure
2863,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2/17/1996,20:43:00,Delta II 7925-8,NEAR,Retired,,Success
2864,VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",2/19/1996,0:58:00,Tsyklon-3,Cosmos 2328 to 2330 & Gonets 1 to 3,Retired,,Success
2865,NASA,"LC-39B, Kennedy Space Center, Florida, USA",2/22/1996,20:18:00,Space Shuttle Columbia,STS-75,Retired,450,Success
2866,Boeing,"SLC-2W, Vandenberg AFB, California, USA",2/24/1996,11:24:00,Delta II 7925-10,Polar,Retired,,Success
2867,Northrop,"Stargazer, Vandenberg AFB, California, USA",3/9/1996,1:53:00,Pegasus XL,REX II,Active,40,Success
2868,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",3/14/1996,7:11:00,Ariane 44LP,Intelsat 707,Retired,,Success
2869,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",3/21/1996,4:53:00,PSLV-G,IRS-P3,Retired,25,Success
2870,NASA,"LC-39B, Kennedy Space Center, Florida, USA",3/22/1996,8:13:00,Space Shuttle Atlantis,STS-76,Retired,450,Success
2871,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",3/28/1996,0:21:00,Delta II 7925,USA-117 (GPS IIA-16),Retired,,Success
2872,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",4/3/1996,23:01:00,Atlas IIA,Inmarsat 3-F1,Retired,,Success
2873,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",4/20/1996,22:36:00,Ariane 42P,M-SAT-1,Retired,,Success
2874,Boeing,"SLC-2W, Vandenberg AFB, California, USA",4/24/1996,12:27:00,Delta II 7920-10,MSX,Retired,,Success
2875,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",4/24/1996,13:00:00,Cosmos-3M (11K65M),Cosmos 2265,Retired,,Success
2876,Lockheed,"SLC-41, Cape Canaveral AFS, Florida, USA",4/24/1996,23:37:00,Titan IV(401)A,Mercury,Retired,,Success
2877,Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA",4/30/1996,4:31:00,Atlas I,BeppoSAX,Retired,,Success
2878,Lockheed,"SLC-4E, Vandenberg AFB, California, USA",5/12/1996,21:32:00,Titan IV(403)A,"SLDCOM, NOSS 3x, TiPS 2x",Retired,,Success
2879,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",5/16/1996,1:56:00,Ariane 44L,"Palapa C2, AMOS-1",Retired,,Success
2880,Northrop,"Stargazer, Vandenberg AFB, California, USA",5/17/1996,2:44:00,Pegasus,MSTI-3,Retired,40,Success
2881,NASA,"LC-39B, Kennedy Space Center, Florida, USA",5/19/1996,10:30:00,Space Shuttle Endeavour,STS-77,Retired,450,Success
2882,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",5/24/1996,1:10:00,Delta II 7925,Galaxy 9,Retired,,Success
2883,ESA,"ELA-3, Guiana Space Centre, French Guiana, France",6/4/1996,12:34:00,Ariane 5 G,Cluster,Retired,,Failure
2884,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",6/15/1996,6:55:00,Ariane 44P,Intelsat 709,Retired,,Success
2885,NASA,"LC-39B, Kennedy Space Center, Florida, USA",6/20/1996,14:49:00,Space Shuttle Columbia,STS-78,Retired,450,Success
2886,Northrop,"Stargazer, Vandenberg AFB, California, USA",7/2/1996,7:48:00,Pegasus XL,TOMS,Active,40,Success
2887,Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",7/3/1996,0:31:00,Titan IV(405)A,SDS,Retired,,Success
2888,CASC,"LC-3, Xichang Satellite Launch Center, China",7/3/1996,10:47:00,Long March 3,Apstar 1A,Retired,,Success
2889,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",7/9/1996,22:24:00,Ariane 44L,"Arabsat-2A, T??rksat 1C",Retired,,Success
2890,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",7/16/1996,0:50:00,Delta II 7925,USA-126 (GPS IIA-17),Retired,,Success
2891,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",7/25/1996,12:42:00,Atlas II,UHF F7,Retired,,Success
2892,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",8/8/1996,22:49:00,Ariane 44L,"Italsat F2, Telecom 2D",Retired,,Success
2893,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",8/14/1996,22:21:00,Molniya-M /Block ML,Molniya-1T nâ€ Â­164,Retired,,Success
2894,MHI,"LA-Y1, Tanegashima Space Center, Japan",8/17/1996,1:53:00,H-II (2 SSB),Fuji 2 & Midori,Retired,,Success
2895,CASC,"LC-3, Xichang Satellite Launch Center, China",8/18/1996,10:27:00,Long March 3,Chinasat-7,Retired,,Partial Failure
2896,Northrop,"Stargazer, Vandenberg AFB, California, USA",8/21/1996,9:47:00,Pegasus XL,FAST,Active,40,Success
2897,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",8/29/1996,5:22:00,Molniya-M /Block SO-L,"Interbol 2, Magion5 & Victor",Retired,,Success
2898,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",9/4/1996,9:01:00,Zenit-2,Cosmos 2333,Retired,,Success
2899,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",9/5/1996,12:47:00,Cosmos-3M (11K65M),Cosmos 2334 & UNAMSAT-B,Retired,,Success
2900,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",9/8/1996,21:49:00,Atlas IIA,GE-1,Retired,,Success
2901,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",9/11/1996,0:00:00,Ariane 42P,Echostar-2,Retired,,Success
2902,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",9/12/1996,8:49:00,Delta II 7925,USA-128 (GPS IIA-18),Retired,,Success
2903,NASA,"LC-39A, Kennedy Space Center, Florida, USA",9/16/1996,8:54:00,Space Shuttle Atlantis,STS-79,Retired,450,Success
2904,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",10/20/1996,7:20:00,Long March 2D,FSW-2 No.3,Active,29.75,Success
2905,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",10/24/1996,11:37:00,Molniya-M /Block ML,Molniya-3 nâ€ Â­165,Retired,,Success
2906,Northrop,"Stargazer, Vandenberg AFB, California, USA",11/4/1996,17:08:00,Pegasus XL,HETE & SAC-B,Active,40,Failure
2907,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",11/7/1996,17:00:00,Delta II 7925,Mars Global Surveyor,Retired,,Success
2908,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",11/13/1996,22:40:00,Ariane 44L,"Arabsat-2B, Measat-2",Retired,,Success
2909,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",11/21/1996,20:47:00,Atlas IIA,Hot Bird 2,Retired,,Success
2910,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",12/4/1996,6:58:00,Delta II 7925,Mars Pathfinder,Retired,,Success
2911,NASA,"LC-39B, Kennedy Space Center, Florida, USA",12/7/1996,11:49:00,Space Shuttle Columbia,STS-80,Retired,450,Success
2912,VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",12/11/1996,12:00:00,Tsyklon-2,Cosmos 2335,Retired,,Success
2913,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",12/18/1996,1:57:00,Atlas IIA,Inmarsat 3-F3,Retired,,Success
2914,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",12/20/1996,6:43:00,Cosmos-3M (11K65M),Cosmos 2336,Retired,,Success
2915,Lockheed,"SLC-4E, Vandenberg AFB, California, USA",12/20/1996,18:04:00,Titan IV(404)A,NROL-2 (KH-11 Kennen),Retired,,Success
2916,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1/12/1997,9:27:00,Space Shuttle Atlantis,STS-81,Retired,450,Success
2917,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1/17/1997,16:28:00,Delta II 7925,GPS IIR-1,Retired,,Failure
2918,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1/30/1997,22:04:00,Ariane 44L,"GE-2, Nahuel 1A",Retired,,Success
2919,NASA,"LC-39A, Kennedy Space Center, Florida, USA",2/11/1997,8:55:00,Space Shuttle Discovery,STS-82,Retired,450,Success
2920,ISAS,"Mu Pad, Uchinoura Space Center, Japan",2/12/1997,4:50:00,Mu-V / M-24,Muses B,Retired,,Success
2921,VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",2/14/1997,3:47:00,Tsyklon-3,Cosmos 2337 to 2339 & Gonets 4 to 6,Retired,,Success
2922,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",2/17/1997,1:42:00,Atlas IIAS,JCSAT-4,Retired,,Success
2923,Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",2/23/1997,20:20:00,Titan IV(402)B,DSP,Retired,,Success
2924,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",3/1/1997,1:07:00,Ariane 44P,Intelsat 801,Retired,,Success
2925,MITT,"Svobodny Cosmodrome, Russia",3/4/1997,2:00:00,Start-1,Zeya,Active,,Success
2926,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",3/8/1997,6:01:00,Atlas IIA,Tempo 2,Retired,,Success
2927,Lockheed,"SLC-4W, Vandenberg AFB, California, USA",4/4/1997,16:47:00,Titan II(23)G,USA-131,Retired,35,Success
2928,NASA,"LC-39A, Kennedy Space Center, Florida, USA",4/4/1997,19:20:00,Space Shuttle Columbia,STS-83,Retired,450,Success
2929,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",4/16/1997,23:08:00,Ariane 44LP,"Thaicom 3, BSAT 1a",Retired,,Success
2930,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",4/17/1997,13:03:00,Cosmos-3M (11K65M),Cosmos 2341,Retired,,Success
2931,Northrop,"Stargazer, Base Aerea de Gando, Gran Canaria",4/21/1997,11:59:00,Pegasus XL,MiniSat & Celestis space burial,Active,40,Success
2932,Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA",4/25/1997,5:49:00,Atlas I,GOES-K,Retired,,Success
2933,Boeing,"SLC-2W, Vandenberg AFB, California, USA",5/5/1997,14:55:00,Delta II 7920-10C,MS-1,Retired,,Success
2934,CASC,"LC-2, Xichang Satellite Launch Center, China",5/11/1997,16:17:00,Long March 3A,ChinaSat 6,Active,69.7,Success
2935,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",5/14/1997,0:33:00,Molniya-M /Block 2BL,Cosmos 2342,Retired,,Success
2936,NASA,"LC-39A, Kennedy Space Center, Florida, USA",5/15/1997,8:07:00,Space Shuttle Atlantis,STS-84,Retired,450,Success
2937,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",5/20/1997,7:07:00,Zenit-2,Tselina-2 nâ€ Â­19,Retired,,Failure
2938,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",5/20/1997,22:39:00,Delta II 7925,Telenor Thor II,Retired,,Success
2939,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",6/3/1997,23:20:00,Ariane 44L,"Inmarsat 3 F4, Insat 2D",Retired,,Success
2940,CASC,"LC-3, Xichang Satellite Launch Center, China",6/10/1997,12:01:00,Long March 3,Fengyun-2A,Retired,,Success
2941,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",6/25/1997,23:44:00,Ariane 44P,Intelsat 802,Retired,,Success
2942,NASA,"LC-39A, Kennedy Space Center, Florida, USA",7/1/1997,18:02:00,Space Shuttle Columbia,STS-94,Retired,450,Success
2943,Boeing,"SLC-2W, Vandenberg AFB, California, USA",7/9/1997,13:04:00,Delta II 7920-10C,MS-2,Retired,,Success
2944,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",7/23/1997,3:43:00,Delta II 7925,USA-132 (GPS IIR-2),Retired,,Success
2945,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",7/28/1997,1:15:00,Atlas IIAS,Superbird C,Retired,,Success
2946,Northrop,"Stargazer, Base Aerea de Gando, Gran Canaria",8/1/1997,20:20:00,Pegasus XL,OrbView-2,Active,40,Success
2947,NASA,"LC-39A, Kennedy Space Center, Florida, USA",8/7/1997,14:41:00,Space Shuttle Discovery,STS-85,Retired,450,Success
2948,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",8/8/1997,6:46:00,Ariane 44P,Panamsat-6,Retired,,Success
2949,CASC,"LC-2, Xichang Satellite Launch Center, China",8/19/1997,17:50:00,Long March 3B,Agila-2,Retired,,Success
2950,Boeing,"SLC-2W, Vandenberg AFB, California, USA",8/21/1997,0:38:00,Delta II 7920-10C,MS-3,Retired,,Success
2951,Lockheed,"SLC-6, Vandenberg AFB, California, USA",8/23/1997,6:51:00,Athena I,Lewis,Retired,,Success
2952,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",8/25/1997,14:39:00,Delta II 7920-8,Advanced Composition Explorer,Retired,,Success
2953,Northrop,"Stargazer, Vandenberg AFB, California, USA",8/29/1997,15:02:00,Pegasus XL,FORTE,Active,40,Success
2954,CASC,"LC-7, Taiyuan Satellite Launch Center, China",9/1/1997,14:00:00,Long March 2C,Iridium mass simulator A&B,Active,30.8,Success
2955,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",9/2/1997,22:21:00,Ariane 44LP,"Hot Bird 3, Meteosat 7",Retired,,Success
2956,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",9/4/1997,12:03:00,Atlas IIAS,GE-3,Retired,,Success
2957,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",9/23/1997,16:44:00,Cosmos-3M (11K65M),Cosmos 2346 & FAISAT-2V,Retired,,Success
2958,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",9/23/1997,23:58:00,Ariane 44LP,Intelsat 803,Retired,,Success
2959,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",9/24/1997,21:30:00,Molniya-M /Block ML,Molniya-1T nâ€ Â­166,Retired,,Success
2960,NASA,"LC-39A, Kennedy Space Center, Florida, USA",9/25/1997,14:34:00,Space Shuttle Atlantis,STS-86,Retired,450,Success
